Chapter,Type,Type#,Formula#,Path,latex
12,12.12,The,0,real_and_complex/12.12 The Hausdorff-Young Theorem_12_0.jpg,$(\partial \bar{\partial})(f g)=f \cdot(\partial \bar{\partial} g)+(\partial f) \cdot(\bar{\partial} g)+(\bar{\partial} f) \cdot(\partial g)+(\partial \bar{\partial} f) \cdot g$.
16,16.19,Theorem,4,real_and_complex/16.19 Theorem_16_4.jpg,$\operatorname{Im} z=\operatorname{Im} \varphi^{-1}(\varphi(z)) \leq \operatorname{Im} \varphi(z)$
3,3.6,Definition,1,real_and_complex/3.6 Definition_3_1.jpg,$\|f\|_{p}=\left\{\int_{X}|f|^{p} d \mu\right\}^{1 / p}$
12,12.12,The,12,real_and_complex/12.12 The Hausdorff-Young Theorem_12_12.jpg,"$\left\{\sum_{n=1}^{N}|\hat{f}(n)|^{q}\right\}^{1 / q}=\sup \left|\sum_{n=1}^{N} b_{n} \hat{f}(n)\right|$,"
15,15.4,Theorem,1,real_and_complex/15.4 Theorem_15_1.jpg,$f(s)=\prod_{n=1}^{\infty}\left(1+u_{n}(s)\right)$
3,3.3,Theorem,1,real_and_complex/3.3 Theorem_3_1.jpg,$\varphi\left(\int_{\Omega} f d \mu\right) \leq \int_{\Omega}(\varphi \circ f) d \mu$.
6,6.17,Remark,2,real_and_complex/6.17 Remark_6_2.jpg,$\int_{X} \chi_{E} d(\mu+\lambda)=(\mu+\lambda)(E)=\mu(E)+\lambda(E)=\int_{X} \chi_{E} d \mu+\int_{X} \chi_{E} d \lambda$
19,19.2,Theorem,13,real_and_complex/19.2 Theorem_19_13.jpg,"$\lim _{j \rightarrow \infty} \int_{-\infty}^{\infty}\left|\hat{f}_{y}(t)-g_{j}(y, t)\right|^{2} d t=0$"
10,10.33,Theorem,4,real_and_complex/10.33 Theorem_10_4.jpg,$\int_{\Gamma} f(z) d z=\tilde{\Gamma}(f)$.
4,4.4,Definition,1,real_and_complex/4.4 Definition_4_1.jpg,"$\|x-z\| \leq\|x-y\|+\|y-z\| \quad(x, y, z \in H)$."
15,15.26,Theorem,6,real_and_complex/15.26 Theorem_15_6.jpg,$f(z)=-\frac{1}{2 \pi} \int_{-\infty}^{\infty} \frac{f(-1+i s)}{-1+i s-z} d s \quad(\operatorname{Re} z>-1)$.
17,17.13,Theorem,4,real_and_complex/17.13 Theorem_17_4.jpg,$f(z)=\sum_{0}^{\infty} \hat{\mu}(n) z^{n} \quad(z \in U)$
7,7.24,Theorem,7,real_and_complex/7.24 Theorem_7_7.jpg,"$(1-\epsilon)^{k} \leq \frac{m(F(B(0, r)))}{m(B(0, r))} \leq(1+\epsilon)^{k}$"
10,10.13,Cauchy’s,4,real_and_complex/10.13 Cauchy’s Theorem_10_4.jpg,"$|J| \leq 4^{n}\left|\int_{\partial \Delta_{n}} f(z) d z\right| \quad(n=1,2,3, \ldots)$"
10,10.18,Tbeorem,3,real_and_complex/10.18 Tbeorem_10_3.jpg,$f(z)=\sum_{n=0}^{\infty} c_{n}(z-a)^{n} \quad(z \in D(a ; r))$
7,7.4,Theorem,4,real_and_complex/7.4 Theorem_7_4.jpg,"$(M f)(x)=\sup _{0<r<\infty} \frac{1}{m\left(B_{r}\right)} \int_{B(x, r)}|f| d m$."
9,9.13,Theorem,11,real_and_complex/9.13 Theorem_9_11.jpg,$\varphi_{A}=\left(k_{A} f\right)^{\hat{\rho}}$
10,10.35,Cauchy’s,5,real_and_complex/10.35 Cauchy’s Theorem_10_5.jpg,$\int_{\Gamma_{0}} f(z) d z=\int_{\Gamma_{1}} f(z) d z$
4,4.10,Theorem,2,real_and_complex/4.10 Theorem_4_2.jpg,$\frac{1}{4}\|x-y\|^{2}=\frac{1}{2}\|x\|^{2}+\frac{1}{2}\|y\|^{2}-\left\|\frac{x+y}{2}\right\|^{2}$.
19,19.11,Theorem,6,real_and_complex/19.11 Theorem_19_6.jpg,$f(z)=(i z)^{-n} \int_{0}^{A}\left(D^{n} F\right)(t) e^{i t z} d t \quad(z \neq 0)$
18,18.9,Theorem,3,real_and_complex/18.9 Theorem_18_3.jpg,$\rho(x) \leq \lim _{n \rightarrow \infty} \inf \left\|x^{n}\right\|^{1 / n}$.
5,5.6,Baire’s,1,real_and_complex/5.6 Baire’s Theorem_5_1.jpg,"$S(x, r)=\{y \in X: \rho(x, y)<r\}$"
9,9.5,Theorem,2,real_and_complex/9.5 Theorem_9_2.jpg,$y \rightarrow f_{y}$
11,11.2,Theorem,5,real_and_complex/11.2 Theorem_11_5.jpg,$\lim _{r \rightarrow 1} P_{r}(\delta)=0 \quad(0<\delta \leq \pi)$
1,1.31,Definition,2,real_and_complex/1.31 Definition_1_2.jpg,$\int_{E} f d \mu=\int_{E} f^{+} d \mu-\int_{E} f^{-} d \mu$
6,6.2,Theorem,3,real_and_complex/6.2 Theorem_6_3.jpg,$\sum_{i}|\mu|\left(E_{i}\right) \leq|\mu|(E)$.
16,16.12,Definition,1,real_and_complex/16.12 Definition_16_1.jpg,"$\gamma_{t}(s)=\varphi(s, t) \quad(s \in I, t \in I)$"
11,11.22,Theorem,1,real_and_complex/11.22 Theorem_11_1.jpg,$\lim \mu(I) / \sigma(I)=0$
5,5.13,Theorem,1,real_and_complex/5.13 Theorem_5_1.jpg,$\hat{f}(n)=\frac{1}{2 \pi} \int_{-\pi}^{\pi} f(t) e^{-i n t} d t \quad(n \in Z)$
4,4.13,Definition,1,real_and_complex/4.13 Definition_4_1.jpg,"$\left(u_{\alpha}, u_{\beta}\right)=\left\{\begin{array}{ll}1 & \text { if } \alpha=\beta \\ 0 & \text { if } \alpha \neq \beta\end{array}\right.$"
3,3.10,Remark,1,real_and_complex/3.10 Remark_3_1.jpg,$\|\alpha f\|_{p}=|\alpha|\|f\|_{p}$.
10,10.43,Theorem,3,real_and_complex/10.43 Theorem_10_3.jpg,$\frac{1}{\pi} \varphi_{A}(s)=\frac{1}{2 \pi} \int_{-\pi}^{0} \exp \left(i s A e^{i \theta}\right) d \theta$
3,3.5,Theorem,7,real_and_complex/3.5 Theorem_3_7.jpg,$\int_{X} F G d \mu \leq p^{-1}+q^{-1}=1$
18,18.1,Definition,1,real_and_complex/18.1 Definition_18_1.jpg,"$x(y z)=(x y) z, \quad(x+y) z=x z+y z, \quad x(y+z)=x y+x z$"
16,16.13,Theorem,2,real_and_complex/16.13 Theorem_16_2.jpg,"$\left|\gamma_{t}(s)-\gamma_{u}(s)\right|<\epsilon \quad$ if $s \in I, u \in I,|u-t|<\delta$"
2,2.17,Theorem,1,real_and_complex/2.17 Theorem_2_1.jpg,"$\mu\left(V_{n}-\left(K_{n} \cap E\right)\right)<\frac{\epsilon}{2^{n+1}} \quad(n=1,2,3, \ldots)$"
20,20.5,Theorem,15,real_and_complex/20.5 Theorem_20_15.jpg,$=2 \pi f(z) \int_{0}^{\delta} a(r) r d r=f(z) \iint A=f(z)$
5,5.18,Proof,1,real_and_complex/5.18 Proof of Theorem_5_1.jpg,"$|f(x)+\lambda \alpha| \leq\left\|x+\lambda x_{0}\right\| \quad(x \in M, \lambda$ real $)$."
1,1.25,and,6,real_and_complex/1.25 and Theorem_1_6.jpg,$\alpha \geq \int_{x} s d \mu$
10,10.32,Theorem,1,real_and_complex/10.32 Theorem_10_1.jpg,$f(z)-w_{0}=\left(z-z_{0}\right)^{m} g(z) \quad(z \in \Omega)$
4,4.23,Definition,3,real_and_complex/4.23 Definition_4_3.jpg,"$\|f\|_{\infty}=\sup _{t}|f(t)|$,"
11,11.1,Definition,2,real_and_complex/11.1 Definition_11_2.jpg,$f(z)=\frac{\alpha-i \beta}{2} z+\frac{\alpha+i \beta}{2} \bar{z}+\eta(z) z$
18,18.20,Theorem,7,real_and_complex/18.20 Theorem_18_7.jpg,$\hat{g}(-n)=\frac{1}{2 \pi} \int_{-\pi}^{\pi} g\left(e^{i \theta}\right) e^{i n \theta} d \theta=h\left(g f_{0}^{n}\right)=h(g) h\left(f_{0}^{n}\right)=0$
15,15.19,Theorem,3,real_and_complex/15.19 Theorem_15_3.jpg,$\mu_{r}(f) \leq \mu_{s}(f) \quad$ if $\quad 0<r<s<1$
10,10.40,Theorem,9,real_and_complex/10.40 Theorem_10_9.jpg,"$\left|\gamma_{k-1}(s)-\gamma_{k}(s)\right|<\epsilon \quad(k=1, \ldots, n ; 0 \leq s \leq 1)$"
5,5.21,Remark,8,real_and_complex/5.21 Remark_5_8.jpg,$f(z)=\frac{1}{2 \pi} \int_{-\pi}^{\pi} f\left(e^{i t}\right) P_{r}(\theta-t) d t \quad(f \in A)$.
10,10.6,Theorem,8,real_and_complex/10.6 Theorem_10_8.jpg,"$k ! c_{k}=f^{(k)}(a) \quad(k=0,1,2, \ldots)$"
14,14.13,Theorem,3,real_and_complex/14.13 Theorem_14_3.jpg,$F(z)=\frac{1}{z}+\alpha_{1} z+\varphi(z) \quad(z \in U)$
18,18.3,Theorem,5,real_and_complex/18.3 Theorem_18_5.jpg,$\left\|\sum_{n=2}^{\infty}(-1)^{n} x^{n}\right\| \leq \sum_{n=2}^{\infty}\left\|x^{n}\right\| \leq \sum_{n=2}^{\infty}\|x\|^{n}=\frac{\|x\|^{2}}{1-\|x\|}$.
14,14.22,Theorem,4,real_and_complex/14.22 Theorem_14_4.jpg,$u(z)=2 \log |f(z)|-2 \alpha \log |z| \quad\left(z \in A_{1}\right)$.
12,12.9,Theorem,7,real_and_complex/12.9 Theorem_12_7.jpg,$\left|f(z) h_{\epsilon}(z)\right| \leq \exp \left\{A e^{\alpha|x|}-\epsilon \delta\left(e^{\beta x}+e^{-\beta x}\right)\right\} \quad(z \in \bar{\Omega})$
19,19.2,Theorem,9,real_and_complex/19.2 Theorem_19_9.jpg,$\Lambda\left(\alpha_{j}\right)+\Lambda\left(-\alpha_{j}\right) \rightarrow 0 \quad(j \rightarrow \infty)$
11,11.8,Theorem,3,real_and_complex/11.8 Theorem_11_3.jpg,$\|H g\|_{\bar{U}}=\|g\|_{T} \quad(g \in C(T))$
9,9.15,Remark,6,real_and_complex/9.15 Remark_9_6.jpg,$f \cdot P g=g \cdot P f \quad\left(f\right.$ and $\left.g \in L^{2}\right)$
12,12.6,Theorem,0,real_and_complex/12.6 Theorem_12_0.jpg,$g^{\prime} f^{\prime}(\alpha)=1$.
19,19.11,Theorem,23,real_and_complex/19.11 Theorem_19_23.jpg,$\left(D^{k} F\right)(t)=\frac{1}{2 \pi} \int_{-\infty}^{\infty}(-i x)^{k} f(x) e^{-i t x} d x$
5,5.2,Definition,1,real_and_complex/5.2 Definition_5_1.jpg,"$\|\Lambda\|=\sup \{\|\Lambda x\|: x \in X,\|x\| \leq 1\}$."
7,7.18,Theorem,4,real_and_complex/7.18 Theorem_7_4.jpg,"$\mu(E)=m(g(E)) \quad(E \subset I, E \in \mathfrak{M})$"
19,19.11,Theorem,22,real_and_complex/19.11 Theorem_19_22.jpg,$F(t)=\frac{1}{2 \pi} \int_{-\infty}^{\infty} f(x) e^{-i t x} d x \quad(t$ real $)$
11,11.8,Theorem,2,real_and_complex/11.8 Theorem_11_2.jpg,"$\left|P[g]\left(r e^{i \theta}\right)\right| \leq\|g\|_{T} \quad(0 \leq r<1)$,"
12,12.6,Theorem,1,real_and_complex/12.6 Theorem_12_1.jpg,$f(z)=\lambda \varphi_{\alpha}(z) \quad(z \in U)$
11,11.16,Theorem,6,real_and_complex/11.16 Theorem_11_6.jpg,$\left\|u_{r}-f\right\|_{p} \leq 2 \epsilon+\left\|v_{r}-g\right\|_{p}$
12,12.9,Theorem,6,real_and_complex/12.9 Theorem_12_6.jpg,$\left|h_{\epsilon}(z)\right| \leq \exp \left\{-\epsilon \delta\left(e^{\beta x}+e^{-\beta x}\right)\right\}<1 \quad(z \in \bar{\Omega})$.
14,14.22,Theorem,5,real_and_complex/14.22 Theorem_14_5.jpg,$\partial(2 \log |f|)=\partial(\log (\overline{f f}))=f^{\prime} / f$
18,18.3,Theorem,4,real_and_complex/18.3 Theorem_18_4.jpg,$(e+x) s_{N}=e+(-1)^{N} x^{N+1}=s_{N}(e+x)$
14,14.13,Theorem,2,real_and_complex/14.13 Theorem_14_2.jpg,$\sum_{n=1}^{\infty} n\left|\alpha_{n}\right|^{2} \leq 1$
5,5.21,Remark,9,real_and_complex/5.21 Remark_5_9.jpg,$f(x)=\int_{H} f d \mu_{x} \quad(f \in A)$
10,10.40,Theorem,8,real_and_complex/10.40 Theorem_10_8.jpg,"$\left|\alpha-\gamma_{k}(s)\right|>\epsilon \quad(k=0, \ldots, n ; 0 \leq s \leq 1)$"
15,15.19,Theorem,2,real_and_complex/15.19 Theorem_15_2.jpg,$n(r) \log 2 \leq \log M(2 r)$
18,18.20,Theorem,6,real_and_complex/18.20 Theorem_18_6.jpg,"$\left|\lambda^{n}\right|=\left|h\left(f_{0}^{n}\right)\right| \leq\left\|f_{0}^{n}\right\|=1 \quad(n=0, \pm 1, \pm 2, \ldots)$"
9,9.18,Definition,1,real_and_complex/9.18 Definition_9_1.jpg,$\|x y\| \leq\|x\|\|y\| \quad(x$ and $y \in A)$
11,11.1,Definition,3,real_and_complex/11.1 Definition_11_3.jpg,"$\partial=\frac{1}{2}\left(\frac{\partial}{\partial x}-i \frac{\partial}{\partial y}\right), \quad \bar{\partial}=\frac{1}{2}\left(\frac{\partial}{\partial x}+i \frac{\partial}{\partial y}\right)$"
4,4.23,Definition,2,real_and_complex/4.23 Definition_4_2.jpg,$\|f\|_{p}=\left\{\frac{1}{2 \pi} \int_{-\pi}^{\pi}|f(t)|^{p} d t\right\}^{1 / p}$
1,1.25,and,7,real_and_complex/1.25 and Theorem_1_7.jpg,$\alpha \geq \int_{X} f d \mu$
20,20.5,Theorem,14,real_and_complex/20.5 Theorem_20_14.jpg,$\Phi(z)=f(z) \quad(z \in G)$
6,6.13,Theorem,1,real_and_complex/6.13 Theorem_6_1.jpg,$\lambda(E)=\int_{E} g d \mu \quad(E \in \mathfrak{M})$.
14,14.18,Theorem,1,real_and_complex/14.18 Theorem_14_1.jpg,"$\lim _{r \rightarrow 1} g\left(r e^{i t}\right)=\beta \quad($ a.e. on $J)$,"
3,3.5,Theorem,6,real_and_complex/3.5 Theorem_3_6.jpg,$F(x) G(x) \leq p^{-1} F(x)^{p}+q^{-1} G(x)^{q}$
10,10.43,Theorem,2,real_and_complex/10.43 Theorem_10_2.jpg,"$|f(z)-g(z)|<|f(z)| \quad$ for all $z \in \gamma^{*}$
"
4,4.13,Definition,2,real_and_complex/4.13 Definition_4_2.jpg,"$\hat{x}(\alpha)=\left(x, u_{\alpha}\right) \quad(\alpha \in A)$."
3,3.10,Remark,2,real_and_complex/3.10 Remark_3_2.jpg,$\|f-h\|_{p} \leq\|f-g\|_{p}+\|g-h\|_{p}$.
10,10.43,Theorem,0,real_and_complex/10.43 Theorem_10_0.jpg,$N_{f}=\frac{1}{2 \pi i} \int_{\gamma} \frac{f^{\prime}(z)}{f(z)} d z=\operatorname{Ind}_{\Gamma}$
3,3.5,Theorem,4,real_and_complex/3.5 Theorem_3_4.jpg,$\int_{X} F^{p} d \mu=\int_{X} G^{q} d \mu=1$
18,18.1,Definition,2,real_and_complex/18.1 Definition_18_2.jpg,$\alpha(x y)=x(\alpha y)=(\alpha x) y$
16,16.13,Theorem,1,real_and_complex/16.13 Theorem_16_1.jpg,"$E_{i}=\gamma_{t}\left(\left[s_{i}, s_{i+1}\right]\right) \subset A_{i} \quad(i=0,1, \ldots, n-1)$"
2,2.17,Theorem,2,real_and_complex/2.17 Theorem_2_2.jpg,$\lambda(V)=\lim _{n \rightarrow \infty} \int_{X} g_{n} d \lambda=\lim _{n \rightarrow \infty} \int_{X} g_{n} d \mu=\mu(V)$.
20,20.5,Theorem,16,real_and_complex/20.5 Theorem_20_16.jpg,"$\left|Q_{f}(\zeta, z)\right|<\frac{50}{\delta}$"
15,15.3,Lemma,3,real_and_complex/15.3 Lemma_15_3.jpg,$\left|p_{N}-1\right| \leq p_{N}^{*}-1$
6,6.13,Theorem,3,real_and_complex/6.13 Theorem_6_3.jpg,"$\frac{1}{2}(1+h)=\left\{\begin{array}{ll}h & \text { on } A, \\ 0 & \text { on } B,\end{array}\right.$"
8,8.16,Theorem,4,real_and_complex/8.16 Theorem_8_4.jpg,"$\int_{0}^{\infty} \mu\left(E^{t}\right) \varphi^{\prime}(t) d t=\int_{X} d \mu(x) \int_{0}^{\infty} \chi_{E}(x, t) \varphi^{\prime}(t) d t$"
10,10.22,Theorem,4,real_and_complex/10.22 Theorem_10_4.jpg,"$c_{n} r^{n}=\frac{1}{2 \pi} \int_{-\pi}^{\pi} f\left(a+r e^{i \theta}\right) e^{-i n \theta} d \theta \quad(n=0,1,2, \ldots)$"
1,1.25,and,5,real_and_complex/1.25 and Theorem_1_5.jpg,$\alpha \geq c \int_{X} s d \mu$
5,5.18,Proof,2,real_and_complex/5.18 Proof of Theorem_5_2.jpg,$|f(x)-\alpha| \leq\left\|x-x_{0}\right\| \quad(x \in M)$
11,11.1,Definition,1,real_and_complex/11.1 Definition_11_1.jpg,$f(z)=\alpha x+\beta y+\eta(z) z \quad(z=x+i y)$
9,9.18,Definition,3,real_and_complex/9.18 Definition_9_3.jpg,$(\alpha x) y=x(\alpha y)=\alpha(x y)$
7,7.22,Definition,2,real_and_complex/7.22 Definition_7_2.jpg,$T^{\prime}(x)=A$.
3,3.14,Theorem,1,real_and_complex/3.14 Theorem_3_1.jpg,$\|g-s\|_{p} \leq 2 \epsilon^{1 / p}\|s\|_{\infty}$.
18,18.20,Theorem,4,real_and_complex/18.20 Theorem_18_4.jpg,"$h\left(f_{0}^{n}\right)=\left[h\left(f_{0}\right)\right]^{n}=0 \quad(n=1,2,3, \ldots)$"
2,2.22,Theorem,4,real_and_complex/2.22 Theorem_2_4.jpg,$S_{1} \cup\left(S_{2}-e_{2}\right)=Q$
9,9.1,Definition,5,real_and_complex/9.1 Definition_9_5.jpg,$\varphi(s+t)=\varphi(s) \varphi(t)$
14,14.22,Theorem,7,real_and_complex/14.22 Theorem_14_7.jpg,$\frac{f^{\prime}(z)}{f(z)}=\frac{\alpha}{z} \quad\left(z \in A_{1}\right)$.
12,12.9,Theorem,4,real_and_complex/12.9 Theorem_12_4.jpg,$h_{\epsilon}(z)=\exp \left\{-\epsilon\left(e^{\beta z}+e^{-\beta z}\right)\right\}$.
12,12.6,Theorem,3,real_and_complex/12.6 Theorem_12_3.jpg,"$\left|f^{\prime}(\alpha)\right| \leq \frac{1}{1-|\alpha|^{2}}, \quad\left|g^{\prime}\right| \leq 1-|\alpha|^{2}$"
9,9.15,Remark,5,real_and_complex/9.15 Remark_9_5.jpg,$f \cdot P g=(P f) \cdot(P g) \quad\left(f\right.$ and $\left.g \in L^{2}\right)$
19,19.11,Theorem,20,real_and_complex/19.11 Theorem_19_20.jpg,$\leq\left(\frac{\sin x}{x}\right)^{2}\left(\lambda_{1} \cdots \lambda_{k}\right)^{-1}=M_{k}\left(\frac{\sin x}{x}\right)^{2}$
5,5.9,The,8,real_and_complex/5.9 The Open Mapping Theorem_5_8.jpg,"$\Lambda(U) \supset(1+\epsilon)^{-1} \delta V$,"
1,1.24,and,4,real_and_complex/1.24 and Theorem_1_4.jpg,$h^{+}+f^{-}+g^{-}=f^{+}+g^{+}+h^{-}$.
15,15.23,Theorem,4,real_and_complex/15.23 Theorem_15_4.jpg,$\prod_{n=1}^{k}\left|\alpha_{n}\right| \geq C^{-1}|f| r^{k}$
7,7.18,Theorem,6,real_and_complex/7.18 Theorem_7_6.jpg,$f(x)-f(a)=\int_{a}^{x}[h(t)-1] d t \quad(\alpha \leq x \leq b)$.
5,5.2,Definition,3,real_and_complex/5.2 Definition_5_3.jpg,$\|\Lambda x\| \leq\|\Lambda\|\|x\|$
5,5.2,Definition,2,real_and_complex/5.2 Definition_5_2.jpg,$\|\Lambda(\alpha x)\|=\|\alpha \Lambda x\|=|\alpha|\|\Lambda x\|$.
19,19.11,Theorem,21,real_and_complex/19.11 Theorem_19_21.jpg,"$\frac{1}{\pi} \int_{-\infty}^{\infty}\left|x^{k} f(x)\right| d x \leq M_{k} \quad(k=0,1,2, \ldots)$"
10,10.26,Theorem,1,real_and_complex/10.26 Theorem_10_1.jpg,"$\left|f^{(n)}(a)\right| \leq \frac{n ! M}{R^{n}} \quad(n=1,2,3, \ldots)$"
12,12.6,Theorem,2,real_and_complex/12.6 Theorem_12_2.jpg,$g^{\prime} f^{\prime}(\alpha)=1$.
9,9.15,Remark,4,real_and_complex/9.15 Remark_9_4.jpg,$(f-P f) \cdot \overline{P g}$
12,12.9,Theorem,5,real_and_complex/12.9 Theorem_12_5.jpg,$\operatorname{Re}\left[e^{\beta z}+e^{-\beta z}\right]=\left(e^{\beta x}+e^{-\beta x}\right) \cos \beta y \geq \delta\left(e^{\beta x}+e^{-\beta x}\right)$
11,11.16,Theorem,5,real_and_complex/11.16 Theorem_11_5.jpg,$u_{r}-f=\left(u_{r}-v_{r}\right)+\left(v_{r}-g\right)+(g-f)$.
1,1.32,Theorem,1,real_and_complex/1.32 Theorem_1_1.jpg,$\int_{X}(\alpha f+\beta g) d \mu=\alpha \int_{X} f d \mu+\beta \int_{X} g d \mu$.
14,14.22,Theorem,6,real_and_complex/14.22 Theorem_14_6.jpg,$(\partial u)(z)=\frac{f^{\prime}(z)}{f(z)}-\frac{\alpha}{z} \quad\left(z \in A_{1}\right)$
9,9.1,Definition,4,real_and_complex/9.1 Definition_9_4.jpg,$\hat{f}(t)=\int_{-\infty}^{\infty} f(x) e^{-i x t} d m(x) \quad\left(t \in R^{1}\right)$
15,15.19,Theorem,1,real_and_complex/15.19 Theorem_15_1.jpg,$M(r)=\sup _{\theta}\left|f\left(r e^{i \theta}\right)\right| \quad(0<r<\infty)$
7,7.10,Theorem,1,real_and_complex/7.10 Theorem_7_1.jpg,$f(x)=\lim _{i \rightarrow \infty} \frac{1}{m\left(E_{i}(x)\right)} \int_{E_{i}(x)} f d m$
9,9.18,Definition,2,real_and_complex/9.18 Definition_9_2.jpg,"$x(y+z)=x y+x z, \quad(y+z) x=y x+z x \quad(x, y$, and $z \in A)$,"
7,7.22,Definition,3,real_and_complex/7.22 Definition_7_3.jpg,$m(A(E))=\Delta(A) m(E)$
5,5.18,Proof,3,real_and_complex/5.18 Proof of Theorem_5_3.jpg,$A_{x}=f(x)-\left\|x-x_{0}\right\| \quad$ and $\quad B_{x}=f(x)+\left\|x-x_{0}\right\|$.
4,4.23,Definition,1,real_and_complex/4.23 Definition_4_1.jpg,$f(t)=F\left(e^{i t}\right)$
8,8.16,Theorem,5,real_and_complex/8.16 Theorem_8_5.jpg,$\int_{0}^{f(x)} \varphi^{\prime}(t) d t=\varphi(f(x))$
6,6.13,Theorem,2,real_and_complex/6.13 Theorem_6_2.jpg,$|\lambda|(E)=\int_{E}|g| d \mu \quad(E \in \mathfrak{M})$
15,15.3,Lemma,2,real_and_complex/15.3 Lemma_15_2.jpg,$p_{N}^{*} \leq \exp \left(\left|u_{1}\right|+\cdots+\left|u_{N}\right|\right)$
20,20.5,Theorem,17,real_and_complex/20.5 Theorem_20_17.jpg,"$\left|Q_{j}(\zeta, z)-\frac{1}{z-\zeta}\right|<\frac{4,000 \delta^{2}}{|z-\zeta|^{3}}$"
2,2.17,Theorem,3,real_and_complex/2.17 Theorem_2_3.jpg,$E+x=\{y+x: y \in E\}$.
8,8.11,Theorem,1,real_and_complex/8.11 Theorem_8_1.jpg,$\mathscr{B}_{k} \subset \mathfrak{M}_{\boldsymbol{r}} \times \mathfrak{M}_{s} \subset \mathfrak{M}_{\boldsymbol{k}}$
18,18.1,Definition,3,real_and_complex/18.1 Definition_18_3.jpg,$\|x y\| \leq\|x\|\|y\| \quad(x$ and $y \in A)$
14,14.18,Theorem,2,real_and_complex/14.18 Theorem_14_2.jpg,"$\lim _{t \rightarrow 1} g\left(\Gamma_{i}(t)\right)=\beta_{i} \quad(i=1,2)$"
11,11.12,Definition,1,real_and_complex/11.12 Definition_11_1.jpg,"$u(z)=\frac{1}{2 \pi} \int_{-\pi}^{\pi} u\left(z+r_{n} e^{i t}\right) d t \quad(n=1,2,3, \ldots)$"
3,3.5,Theorem,5,real_and_complex/3.5 Theorem_3_5.jpg,$e^{s / p+t / q} \leq p^{-1} e^{s}+q^{-1} e^{t}$
10,10.43,Theorem,1,real_and_complex/10.43 Theorem_10_1.jpg,$N_{f}=\frac{1}{2 \pi i} \int_{\gamma} \frac{f^{\prime}(z)}{f(z)} d z=\operatorname{Ind}_{\Gamma}$
18,18.1,Definition,7,real_and_complex/18.1 Definition_18_7.jpg,$x^{-1} x=x x^{-1}=e$
10,10.43,Theorem,5,real_and_complex/10.43 Theorem_10_5.jpg,$\left|\exp \left(i s A e^{i \theta}\right)\right|=\exp (-A s \sin \theta)$
3,3.5,Theorem,1,real_and_complex/3.5 Theorem_3_1.jpg,$\int_{X} f g d \mu \leq\left\{\int_{X} f^{p} d \mu\right\}^{1 / p}\left\{\int_{X} g^{q} d \mu\right\}^{1 / q}$
11,11.23,Theorem,2,real_and_complex/11.23 Theorem_11_2.jpg,$\mu(E)=\int_{E}|f| d \sigma$
8,8.16,Theorem,1,real_and_complex/8.16 Theorem_8_1.jpg,$\int_{X}(\varphi \circ f) d \mu=\int_{0}^{\infty} \mu\{f>t\} \varphi^{\prime}(t) d t$.
2,2.10,Theorem,3,real_and_complex/2.10 Theorem_2_3.jpg,$K \prec f \prec V$
12,12.2,Theorem,2,real_and_complex/12.2 Theorem_12_2.jpg,$\left|f^{\prime}\right| \leq 1$
20,20.2,Lemma,8,real_and_complex/20.2 Lemma_20_8.jpg,$|g(z)|<\frac{4}{r} \quad(z \in \Omega)$
20,20.5,Theorem,13,real_and_complex/20.5 Theorem_20_13.jpg,$=\iint[f(z-\zeta)-f(z)](\bar{\partial} A)(\zeta) d \xi d \eta$
10,10.41,Definition,1,real_and_complex/10.41 Definition_10_1.jpg,$Q(z)=\sum_{k=1}^{m} c_{k}(z-a)^{-k}$
4,4.23,Definition,5,real_and_complex/4.23 Definition_4_5.jpg,$f(t)=\sum_{n=-N}^{N} c_{n} e^{i n t}$
10,10.22,Theorem,1,real_and_complex/10.22 Theorem_10_1.jpg,$f(z)=\sum_{n=0}^{\infty} c_{n}(z-a)^{n} \quad(z \in D(a ; R))$
4,4.1,Definition,2,real_and_complex/4.1 Definition_4_2.jpg,$A-2 B r+C r^{2} \geq 0$
6,6.19,Theorem,8,real_and_complex/6.19 Theorem_6_8.jpg,"$|\mu|(X)=\lambda(X)=1=\|\Phi\|$,"
15,15.19,Theorem,5,real_and_complex/15.19 Theorem_15_5.jpg,"$\mu_{r}(f) \leq \mu^{*}(f) \quad$ if $\quad 0<r<1$.
"
18,18.20,Theorem,1,real_and_complex/18.20 Theorem_18_1.jpg,"$P_{n}\left(e^{i \theta}\right)=\sum_{k=0}^{m(n)} a_{n, k} e^{i k \theta} \quad(n=0, \ldots, N)$"
14,14.22,Theorem,2,real_and_complex/14.22 Theorem_14_2.jpg,"$A(1,1+\epsilon) \cap f^{-1}(K)=\varnothing$"
18,18.3,Theorem,3,real_and_complex/18.3 Theorem_18_3.jpg,$s_{N}=e-x+x^{2}-\cdots+(-1)^{N} x^{N}$
2,2.22,Theorem,1,real_and_complex/2.22 Theorem_2_1.jpg,$T e_{j}=\sum_{i=1}^{k} \alpha_{i j} e_{i} \quad(1 \leq j \leq k)$
14,14.13,Theorem,5,real_and_complex/14.13 Theorem_14_5.jpg,$u=A \cos \theta+\operatorname{Re} \varphi \quad$ and $\quad v=-B \sin \theta+\operatorname{Im} \varphi$
11,11.8,Theorem,5,real_and_complex/11.8 Theorem_11_5.jpg,$(H g)\left(r e^{i \theta}\right)=\sum_{n=-N}^{N} c_{n} r^{|n|} e^{i n \theta}$
